date,open,high,low,close
2019-12-25,12658.85,12703.89,12488.49,12568.34
2019-12-26,12584.71,12664.36,12580.41,12586.64
2019-12-27,12630.5,12787.09,12542.92,12682.86
2019-12-30,12688.48,12692.86,12469.62,12490.81
2019-12-31,12503.09,12563.65,12466.31,12561.58
2020-01-01,12560.91,12621.44,12480.5,12489.62
2020-01-02,12505.28,12577.54,12482.67,12563.62
2020-01-03,12533.23,12558.29,12474.65,12479.77
2020-01-06,12447.91,12489.25,12259.69,12275.07
2020-01-07,12278.26,12317.86,12064.92,12093.97
2020-01-08,12095.37,12138.25,12061.2,12105.71
2020-01-09,12134.54,12165.2,12083.04,12141.72
2020-01-10,12142.51,12181.64,12040.99,12044.62
2020-01-13,12019.93,12135.74,11972.08,12123.78
2020-01-14,12180.49,12196.77,11910.27,11941.08
2020-01-15,11940.78,11999.7,11849.11,11939.78
2020-01-16,11957.67,12031.78,11775.31,11810.03
2020-01-17,11770.89,11786.2,11699.54,11743.56
2020-01-20,11728.29,11783.59,11725.92,11754.89
2020-01-21,11735.39,11763.01,11634.6,11665.72
2020-01-22,11657.86,11664.29,11605.19,11629.41
2020-01-23,11639.32,11748.48,11572.62,11746.57
2020-01-24,11760.26,11781.46,11667.95,11688.74
2020-01-27,11675.7,11817.29,11646.61,11787.49
2020-01-28,11777.47,11827.31,11659.4,11668.35
2020-01-29,11696.32,11733.65,11291.73,11345.12
2020-01-30,11342.81,11513.15,11287.36,11467.74
2020-01-31,11477.37,11527.21,11396.81,11525.4
2020-02-03,11528.16,11701.36,11474.32,11662.29
2020-02-04,11662.51,11825.04,11631.05,11734.41
2020-02-05,11794.29,11884.46,11752.7,11853.63
2020-02-06,11886.92,11948.64,11860.59,11901.41
2020-02-07,11874.06,11886.23,11774.97,11839.79
2020-02-10,11816.13,11953.3,11764.57,11855.59
2020-02-11,11892.43,11987.34,11822.48,11844.27
2020-02-12,11849.64,11886.96,11465.93,11530.24
2020-02-13,11553.11,11634.94,11541.36,11626.62
2020-02-14,11612.16,11699.61,11498.13,11662.2
2020-02-17,11656.88,11765.1,11615.37,11697.78
2020-02-18,11662.16,11899.25,11633.24,11878.55
2020-02-19,11864.63,11881.18,11809.0,11821.48
2020-02-20,11817.81,11919.24,11702.59,11871.75
2020-02-21,11831.17,11889.37,11825.74,11830.72
2020-02-24,11863.57,11903.67,11860.66,11869.28
2020-02-25,11887.32,12129.68,11850.5,12110.59
2020-02-26,12130.23,12258.25,12099.06,12216.99
2020-02-27,12217.74,12331.58,12157.7,12185.69
2020-02-28,12193.85,12351.18,12069.64,12331.15
2020-03-02,12363.73,12372.1,12268.22,12290.03
2020-03-03,12278.4,12304.5,11973.31,12061.83
2020-03-04,12044.1,12124.41,11934.59,11953.65
2020-03-05,11932.86,12038.46,11731.85,11750.26
2020-03-06,11766.15,11778.83,11680.01,11717.34
2020-03-09,11721.27,11799.6,11706.75,11725.42
2020-03-10,11724.79,11988.22,11710.71,11918.79
2020-03-11,11930.95,12003.81,11921.56,11961.83
2020-03-12,11969.25,12000.9,11924.1,11943.25
2020-03-13,11962.74,12069.79,11930.44,12043.43
2020-03-16,12006.65,12030.83,11762.01,11800.5
2020-03-17,11791.04,11861.88,11709.65,11832.91
2020-03-18,11786.18,11961.3,11764.43,11925.56
2020-03-19,11932.45,11968.97,11711.14,11766.18
2020-03-20,11750.68,11922.18,11733.63,11900.16
2020-03-23,11879.49,11973.36,11844.61,11944.45
2020-03-24,11953.07,11999.36,11886.62,11903.81
2020-03-25,11865.45,12082.71,11847.64,11981.38
2020-03-26,11993.71,12266.0,11940.3,12247.54
2020-03-27,12220.77,12304.88,12119.11,12274.94
2020-03-30,12291.56,12363.27,12277.95,12310.11
2020-03-31,12343.53,12384.15,11897.79,11956.35
2020-04-01,11983.15,12034.78,11954.47,12009.59
2020-04-02,11968.16,12085.27,11901.49,12052.15
2020-04-03,12042.87,12213.94,11945.87,12123.35
2020-04-06,12136.99,12174.1,12058.06,12105.54
2020-04-07,12112.42,12124.9,12035.56,12075.24
2020-04-08,12071.14,12209.11,12054.4,12136.27
2020-04-09,12159.91,12217.27,12067.14,12180.88
2020-04-10,12145.89,12320.04,12114.0,12307.23
2020-04-13,12302.8,12370.29,12206.13,12254.38
2020-04-14,12243.32,12275.38,12224.92,12229.48
2020-04-15,12233.77,12281.0,12119.68,12123.15
2020-04-16,12150.59,12228.82,12044.9,12078.59
2020-04-17,12034.73,12154.04,11975.74,12127.99
2020-04-20,12123.54,12270.51,12076.2,12221.35
2020-04-21,12214.09,12228.79,12077.36,12121.57
2020-04-22,12105.36,12249.17,12090.57,12227.89
2020-04-23,12209.68,12408.3,12193.24,12391.92
2020-04-24,12414.6,12459.39,12354.81,12446.85
2020-04-27,12471.74,12721.63,12458.72,12676.09
2020-04-28,12675.46,12683.5,12565.71,12590.24
2020-04-29,12605.85,12786.47,12392.86,12449.45
2020-04-30,12426.73,12447.01,12230.88,12248.28
2020-05-01,12279.51,12289.22,11787.29,11826.51
2020-05-04,11788.55,11895.41,11696.21,11878.83
2020-05-05,11863.9,11960.79,11831.16,11946.8
2020-05-06,11947.8,12010.68,11932.14,11999.35
2020-05-07,11941.17,12039.96,11910.48,11977.93
2020-05-08,11997.2,12085.44,11929.67,11968.67
2020-05-11,11994.33,12028.78,11984.13,11989.48
2020-05-12,12024.05,12041.44,11983.83,12008.07
2020-05-13,12004.3,12186.63,11982.87,12096.94
2020-05-14,12097.4,12183.82,12071.33,12158.32
2020-05-15,12174.36,12242.69,12140.93,12190.36
2020-05-18,12186.67,12187.88,12063.06,12105.89
2020-05-19,12096.2,12216.34,12044.03,12166.21
2020-05-20,12175.39,12408.5,12112.09,12390.89
2020-05-21,12444.85,12612.39,12390.48,12555.9
2020-05-22,12518.82,12776.21,12506.28,12752.93
2020-05-25,12736.88,12746.91,12694.86,12698.02
2020-05-26,12677.39,12720.88,12507.09,12586.33
2020-05-27,12594.02,12657.18,12577.66,12577.86
2020-05-28,12592.77,12603.25,12554.56,12590.98
2020-05-29,12613.87,12749.17,12546.55,12728.4
2020-06-01,12721.18,12751.04,12499.12,12532.93
2020-06-02,12554.94,12761.14,12523.09,12721.94
2020-06-03,12695.33,12744.28,12692.62,12709.52
2020-06-04,12684.61,12704.72,12509.3,12664.89
2020-06-05,12684.59,12693.26,12430.02,12550.82
2020-06-08,12514.25,12535.35,12297.48,12362.46
2020-06-09,12382.08,12486.3,12364.27,12465.42
2020-06-10,12400.5,12506.73,12365.89,12480.5
2020-06-11,12456.69,12477.37,12280.09,12335.66
2020-06-12,12340.97,12378.81,12158.73,12191.91
2020-06-15,12188.55,12286.02,12104.12,12159.56
2020-06-16,12157.09,12383.06,12092.03,12359.22
2020-06-17,12384.13,12454.0,12281.73,12335.3
2020-06-18,12331.5,12373.96,12071.29,12167.62
2020-06-19,12161.07,12161.67,12068.54,12145.66
2020-06-22,12168.91,12197.28,12101.77,12120.65
2020-06-23,12140.68,12144.85,11794.01,11821.78
2020-06-24,11809.19,11840.04,11789.69,11821.81
2020-06-25,11814.88,11938.66,11741.21,11802.13
2020-06-26,11816.76,11987.47,11760.78,11886.16
2020-06-29,11910.79,12103.87,11882.3,12101.88
2020-06-30,12114.68,12243.43,12048.11,12237.71
2020-07-01,12261.38,12330.4,12153.91,12212.95
2020-07-02,12178.48,12185.15,12061.87,12092.16
2020-07-03,12095.67,12456.09,11987.02,12396.19
2020-07-06,12435.39,12455.62,12384.13,12409.53
2020-07-07,12424.89,12461.43,12414.49,12417.57
2020-07-08,12424.91,12439.27,12389.83,12421.14
2020-07-09,12377.47,12511.55,12372.31,12450.83
2020-07-10,12431.24,12479.32,12341.77,12440.28
2020-07-13,12461.65,12474.21,12346.13,12379.41
2020-07-14,12369.01,12374.48,12300.2,12321.96
2020-07-15,12311.67,12358.29,12251.4,12324.51
2020-07-16,12339.64,12450.93,12234.92,12267.71
2020-07-17,12248.54,12278.97,12149.59,12191.64
2020-07-20,12192.11,12278.08,12173.42,12210.21
2020-07-21,12223.44,12234.18,12155.68,12187.11
2020-07-22,12195.18,12447.98,12172.68,12367.92
2020-07-23,12400.1,12428.75,12067.78,12068.19
2020-07-24,12067.5,12205.38,12046.23,12199.59
2020-07-27,12177.17,12382.43,12097.88,12350.45
2020-07-28,12317.46,12422.68,12092.36,12117.09
2020-07-29,12134.77,12217.2,11972.28,12084.15
2020-07-30,12111.37,12142.81,11968.97,12048.02
2020-07-31,12019.55,12089.33,11859.8,11894.98
2020-08-03,11920.08,11921.79,11528.46,11564.11
2020-08-04,11565.24,11663.82,11420.88,11578.63
2020-08-05,11583.49,11620.63,11565.04,11608.39
2020-08-06,11602.53,11797.23,11591.84,11702.77
2020-08-07,11692.3,11831.15,11672.26,11815.21
2020-08-10,11817.41,12002.18,11817.0,11944.01
2020-08-11,11932.6,11986.18,11729.92,11823.36
2020-08-12,11797.73,11798.06,11733.18,11770.98
2020-08-13,11777.97,11891.95,11738.38,11831.64
2020-08-14,11879.82,11919.71,11644.86,11701.82
2020-08-17,11692.89,11858.0,11590.53,11787.01
2020-08-18,11781.5,11853.14,11721.72,11766.34
2020-08-19,11771.62,11795.25,11714.84,11730.79
2020-08-20,11710.04,11870.8,11695.06,11815.96
2020-08-21,11781.84,11904.4,11758.93,11871.78
2020-08-24,11864.06,11940.93,11808.2,11837.47
2020-08-25,11833.47,12010.85,11829.83,11974.03
2020-08-26,11940.88,11949.65,11838.8,11858.45
2020-08-27,11878.78,11941.04,11874.29,11933.83
2020-08-28,11908.81,12018.13,11862.6,12007.09
2020-08-31,11988.44,11990.0,11933.33,11978.2
2020-09-01,11949.83,12025.45,11941.53,12021.36
2020-09-02,12069.3,12091.29,11883.83,11886.22
2020-09-03,11856.5,12026.02,11837.62,11996.64
2020-09-04,12032.35,12085.85,11965.03,11981.88
2020-09-07,11970.61,11980.41,11923.7,11928.99
2020-09-08,11951.74,12093.88,11937.57,12054.04
2020-09-09,12018.79,12082.9,11952.38,11980.26
2020-09-10,11972.61,11998.6,11824.43,11827.98
2020-09-11,11859.17,11950.71,11642.76,11661.29
2020-09-14,11698.58,11760.74,11615.63,11734.31
2020-09-15,11705.63,11755.84,11552.21,11599.17
2020-09-16,11560.16,11813.14,11555.23,11799.19
2020-09-17,11760.97,11773.89,11534.88,11575.31
2020-09-18,11566.26,11779.82,11554.72,11768.43
2020-09-21,11768.14,11831.28,11737.13,11798.0
2020-09-22,11760.55,11793.71,11695.38,11793.31
2020-09-23,11782.75,11817.03,11704.73,11738.79
2020-09-24,11742.63,11824.38,11740.82,11789.23
2020-09-25,11732.92,11788.29,11422.16,11517.53
2020-09-28,11547.11,11797.22,11526.27,11632.56
2020-09-29,11621.7,11746.88,11615.99,11696.16
2020-09-30,11692.67,11740.87,11690.03,11717.03
2020-10-01,11690.76,11717.73,11575.58,11609.85
2020-10-02,11570.0,11699.8,11560.23,11635.96
2020-10-05,11669.09,11700.88,11633.74,11675.87
2020-10-06,11648.28,11649.71,11440.42,11494.64
2020-10-07,11540.68,11553.85,11348.63,11354.99
2020-10-08,11342.65,11458.15,11314.1,11440.92
2020-10-09,11433.71,11472.76,11432.56,11465.32
2020-10-12,11451.77,11455.21,11358.81,11451.31
2020-10-13,11463.88,11571.72,11433.91,11459.21
2020-10-14,11467.78,11542.03,11409.06,11502.85
2020-10-15,11496.76,11579.69,11437.99,11450.23
2020-10-16,11453.18,11469.01,11366.12,11372.2
2020-10-19,11375.47,11415.64,11360.91,11399.14
2020-10-20,11394.18,11411.69,11287.19,11300.07
2020-10-21,11314.58,11378.09,11311.28,11349.6
2020-10-22,11312.74,11329.48,11148.87,11174.23
2020-10-23,11151.13,11303.71,11043.86,11289.25
2020-10-26,11258.36,11395.84,11253.78,11345.63
2020-10-27,11353.2,11381.53,11335.82,11378.98
2020-10-28,11370.35,11523.97,11360.67,11491.06
2020-10-29,11483.38,11739.77,11393.81,11679.35
2020-10-30,11650.25,11674.6,11148.32,11287.84
2020-11-02,11294.16,11305.54,11291.64,11300.32
2020-11-03,11311.4,11388.98,11255.08,11354.69
2020-11-04,11354.09,11457.16,11315.11,11324.59
2020-11-05,11304.14,11455.12,11229.25,11439.6
2020-11-06,11427.88,11597.72,11396.97,11553.05
2020-11-09,11509.04,11520.89,11453.08,11480.02
2020-11-10,11475.75,11539.82,11385.12,11506.23
2020-11-11,11470.37,11600.38,11412.43,11430.29
2020-11-12,11434.48,11460.77,11342.25,11370.29
2020-11-13,11352.45,11379.75,11162.6,11225.95
2020-11-16,11234.13,11332.29,11122.01,11134.19
2020-11-17,11153.1,11209.96,10968.7,10998.56
2020-11-18,10999.69,11070.02,10865.93,10903.23
2020-11-19,10964.63,11123.37,10950.18,11018.01
2020-11-20,10980.58,11061.88,10913.8,10925.24
2020-11-23,10921.49,11226.05,10921.28,11206.18
2020-11-24,11192.87,11320.97,11185.33,11264.35
2020-11-25,11272.88,11321.26,11186.63,11289.86
2020-11-26,11240.78,11243.82,11151.03,11204.44
2020-11-27,11201.65,11390.19,11143.8,11284.65
2020-11-30,11292.06,11305.26,11199.02,11229.23
2020-12-01,11211.69,11259.67,11169.27,11247.98
2020-12-02,11253.83,11531.79,11216.88,11529.34
2020-12-03,11565.27,11644.17,11518.29,11524.82
2020-12-04,11505.39,11742.19,11477.85,11656.67
2020-12-07,11641.53,11654.56,11499.2,11585.45
2020-12-08,11563.53,11669.38,11550.07,11587.6
2020-12-09,11594.87,11820.61,11563.67,11789.2
2020-12-10,11830.95,11912.26,11669.2,11725.61
2020-12-11,11741.14,11987.09,11672.73,11934.31
2020-12-14,11978.84,12098.48,11962.01,12020.59
2020-12-15,12019.16,12082.1,11873.61,11963.04
2020-12-16,11972.98,12083.83,11942.92,12040.95
2020-12-17,12019.11,12234.85,11975.8,12158.39
2020-12-18,12098.52,12274.95,12085.87,12236.34
2020-12-21,12262.83,12324.56,12002.59,12062.35
2020-12-22,12085.52,12152.01,11977.36,11985.94
2020-12-23,11982.14,11992.56,11928.22,11964.11
2020-12-24,11941.93,11977.89,11899.13,11961.87
2020-12-25,11929.33,12097.56,11906.04,12038.44
2020-12-28,12080.99,12118.88,12003.69,12064.89
2020-12-29,12067.21,12116.24,11841.01,11919.76
2020-12-30,11909.1,12015.82,11896.0,11968.83
2020-12-31,11935.54,12067.53,11928.72,12044.3
2021-01-01,12003.61,12037.85,11580.44,11591.05
2021-01-04,11558.81,11674.6,11507.92,11607.4
2021-01-05,11598.56,11668.38,11525.62,11613.08
2021-01-06,11636.83,11661.66,11442.75,11558.23
2021-01-07,11565.46,11718.48,11563.83,11621.25
2021-01-08,11575.0,11689.2,11566.5,11657.73
2021-01-11,11632.13,11831.3,11627.58,11711.19
2021-01-12,11692.81,11823.5,11688.08,11740.25
2021-01-13,11751.28,11756.87,11417.18,11421.46
2021-01-14,11383.72,11452.86,11334.15,11405.41
2021-01-15,11410.19,11428.37,11311.79,11333.83
2021-01-18,11345.3,11547.39,11337.9,11456.16
2021-01-19,11431.82,11580.72,11404.04,11575.36
2021-01-20,11598.41,11673.34,11549.13,11560.86
2021-01-21,11540.11,11596.14,11501.07,11569.92
2021-01-22,11587.19,11618.62,11571.83,11579.14
2021-01-25,11566.73,11823.49,11553.85,11688.29
2021-01-26,11668.66,11730.38,11574.25,11637.44
2021-01-27,11679.14,11776.68,11621.03,11654.02
2021-01-28,11645.87,11655.31,11595.65,11609.21
2021-01-29,11599.84,11657.37,11567.58,11567.61
2021-02-01,11590.09,11621.45,11489.11,11539.82
2021-02-02,11500.19,11627.27,11480.56,11570.04
2021-02-03,11573.14,11603.16,11491.35,11523.76
2021-02-04,11511.6,11679.32,11506.18,11667.33
2021-02-05,11707.8,11753.47,11472.84,11575.09
2021-02-08,11561.33,11623.3,11550.6,11560.63
2021-02-09,11635.54,11677.21,11490.85,11518.63
2021-02-10,11536.95,11719.2,11521.91,11683.23
2021-02-11,11683.29,11795.73,11678.21,11710.99
2021-02-12,11702.13,11886.96,11695.57,11831.83
2021-02-15,11838.76,11895.67,11651.77,11672.93
2021-02-16,11678.37,11755.92,11621.74,11708.46
2021-02-17,11710.66,11862.36,11671.76,11813.39
2021-02-18,11855.02,11862.87,11746.06,11828.68
2021-02-19,11840.47,11990.58,11796.01,11954.53
2021-02-22,11925.29,11939.93,11843.49,11902.38
2021-02-23,11895.6,12099.07,11846.81,12068.17
2021-02-24,12081.67,12413.51,12026.42,12339.55
2021-02-25,12323.16,12373.79,12233.03,12303.67
2021-02-26,12289.41,12383.18,12231.41,12258.3
2021-03-01,12285.26,12443.61,12227.39,12434.22
2021-03-02,12439.85,12634.68,12342.49,12627.72
2021-03-03,12647.69,12663.15,12526.45,12571.97
2021-03-04,12568.59,12572.38,12082.06,12162.77
2021-03-05,12122.98,12190.1,12117.61,12143.09
2021-03-08,12136.01,12218.86,12128.55,12191.9
2021-03-09,12190.84,12342.05,12156.57,12321.61
2021-03-10,12274.66,12571.29,12249.5,12535.0
2021-03-11,12538.79,12727.83,12507.9,12628.66
2021-03-12,12602.81,12667.14,12595.08,12631.04
2021-03-15,12645.91,12702.46,12604.04,12665.56
2021-03-16,12690.11,12873.46,12585.89,12859.12
2021-03-17,12849.99,12855.61,12678.89,12744.95
2021-03-18,12759.39,12986.05,12759.1,12870.68
2021-03-19,12892.87,12962.16,12812.72,12851.31
2021-03-22,12861.34,12922.25,12816.37,12851.94
2021-03-23,12877.54,12949.08,12786.57,12940.82
2021-03-24,13012.93,13093.0,12786.25,12810.87
2021-03-25,12870.34,12901.41,12817.16,12863.88
2021-03-26,12862.87,12930.05,12820.37,12890.78
2021-03-29,12861.76,13014.26,12844.21,12957.58
2021-03-30,12971.43,13034.19,12964.1,12999.74
2021-03-31,12978.05,13404.22,12922.39,13311.73
2021-04-01,13346.4,13385.85,13170.78,13238.58
2021-04-02,13226.81,13234.36,13176.22,13179.12
2021-04-05,13166.56,13178.43,13025.71,13108.51
2021-04-06,13074.51,13108.88,13006.65,13046.62
2021-04-07,13044.15,13051.22,12934.88,12974.97
2021-04-08,12975.84,13144.24,12955.16,13128.34
2021-04-09,13134.78,13350.06,13128.35,13312.6
2021-04-12,13356.44,13492.23,13210.41,13247.83
2021-04-13,13253.87,13286.99,13092.91,13150.83
2021-04-14,13155.57,13255.02,13128.73,13216.36
2021-04-15,13197.16,13215.36,13055.86,13154.36
2021-04-16,13123.49,13258.89,13077.88,13240.09
2021-04-19,13268.26,13322.99,13244.21,13272.35
2021-04-20,13252.13,13272.56,13010.0,13090.36
2021-04-21,13078.5,13335.02,13032.29,13290.04
2021-04-22,13302.33,13591.14,13291.51,13524.46
2021-04-23,13503.57,13554.9,13384.89,13453.32
2021-04-26,13414.53,13458.89,13366.87,13411.04
2021-04-27,13404.25,13405.98,12884.49,12978.8
2021-04-28,12952.74,12995.99,12858.06,12918.59
2021-04-29,12886.54,13018.29,12885.42,13016.81
2021-04-30,12943.07,13059.22,12832.32,12998.93
2021-05-03,12995.13,13109.92,12880.3,13040.67
2021-05-04,13031.2,13148.74,12963.93,13073.81
2021-05-05,13096.43,13122.04,12879.37,12911.17
2021-05-06,12892.65,12910.42,12812.71,12828.93
2021-05-07,12814.4,12854.09,12781.53,12831.53
2021-05-10,12793.48,13077.34,12707.72,13057.7
2021-05-11,13060.53,13161.85,12954.41,13000.7
2021-05-12,12966.51,13127.36,12947.66,13034.94
2021-05-13,13079.55,13116.76,12939.38,13039.64
2021-05-14,13004.62,13214.58,12888.18,13193.7
2021-05-17,13168.92,13569.83,13088.46,13519.49
2021-05-18,13524.76,13581.73,13419.64,13458.79
2021-05-19,13456.05,13526.86,13395.83,13403.6
2021-05-20,13433.7,13564.46,13377.84,13543.48
2021-05-21,13543.04,13691.6,13506.78,13638.06
2021-05-24,13636.96,13990.36,13539.0,13885.29
2021-05-25,13841.32,13997.84,13820.44,13969.32
2021-05-26,13928.1,13986.13,13857.69,13929.16
2021-05-27,13890.98,14019.29,13836.87,14014.35
2021-05-28,14071.94,14202.26,13983.02,14169.24
2021-05-31,14134.9,14410.32,14029.65,14286.89
2021-06-01,14272.49,14395.16,14180.85,14362.94
2021-06-02,14336.31,14578.98,14318.52,14515.93
2021-06-03,14557.2,14685.76,14530.24,14684.78
2021-06-04,14600.06,14913.29,14553.93,14885.5
2021-06-07,14834.88,14988.76,14823.43,14984.75
2021-06-08,15013.66,15057.18,14916.41,14968.82
2021-06-09,14955.16,15074.38,14892.71,14997.33
2021-06-10,14996.69,15239.02,14854.59,15177.11
2021-06-11,15201.14,15269.16,14961.67,15068.17
2021-06-14,15036.1,15180.16,15002.27,15128.56
2021-06-15,15148.5,15175.54,15057.81,15080.21
2021-06-16,15095.15,15118.89,15067.67,15092.09
2021-06-17,15107.34,15369.37,15033.29,15283.4
2021-06-18,15257.72,15320.59,15193.26,15318.92
2021-06-21,15263.67,15400.6,15127.59,15333.55
2021-06-22,15321.21,15367.72,15129.44,15145.59
2021-06-23,15133.86,15327.63,15113.05,15260.64
2021-06-24,15230.47,15378.27,15221.89,15361.93
2021-06-25,15366.57,15727.44,15241.48,15687.26
2021-06-28,15698.5,15716.0,15633.23,15649.77
2021-06-29,15625.53,15714.55,15476.03,15690.31
2021-06-30,15666.23,15740.33,15637.64,15735.44
2021-07-01,15702.72,15729.17,15330.98,15333.22
2021-07-02,15361.16,15457.07,15305.81,15407.12
2021-07-05,15378.83,15418.25,15329.7,15370.6
2021-07-06,15339.21,15436.0,15249.87,15416.35
2021-07-07,15437.0,15543.07,15348.67,15501.83
2021-07-08,15494.74,15567.32,15433.52,15539.26
2021-07-09,15515.83,15632.26,15470.97,15575.82
2021-07-12,15564.94,15797.58,15522.61,15742.76
2021-07-13,15770.49,15776.57,15579.7,15598.84
2021-07-14,15581.66,15665.04,15563.86,15626.51
2021-07-15,15630.45,15679.09,15450.62,15531.48
2021-07-16,15510.01,15770.1,15443.02,15715.97
2021-07-19,15781.15,15830.79,15456.57,15499.39
2021-07-20,15465.68,15475.09,15330.32,15425.7
2021-07-21,15400.47,15625.33,15400.15,15488.77
2021-07-22,15518.99,15753.05,15490.62,15727.7
2021-07-23,15682.85,15712.51,15085.12,15157.64
2021-07-26,15147.2,15155.61,14977.2,15070.48
2021-07-27,15054.28,15203.32,14977.04,15135.33
2021-07-28,15157.04,15167.82,15120.21,15134.5
2021-07-29,15126.02,15238.86,15101.7,15208.99
2021-07-30,15237.27,15263.6,15041.79,15151.33
2021-08-02,15160.41,15195.36,15076.55,15135.48
2021-08-03,15154.36,15291.32,15091.66,15190.81
2021-08-04,15187.3,15397.64,15060.31,15300.72
2021-08-05,15325.88,15344.74,15304.87,15343.92
2021-08-06,15325.52,15445.92,15164.39,15270.23
2021-08-09,15328.29,15424.77,15059.63,15094.39
2021-08-10,15121.8,15258.04,15084.04,15227.2
2021-08-11,15183.8,15439.82,15111.97,15328.95
2021-08-12,15268.26,15331.57,15245.81,15322.49
2021-08-13,15308.39,15619.87,15266.9,15600.24
2021-08-16,15612.59,15621.41,15321.56,15451.27
2021-08-17,15408.46,15410.26,15211.71,15238.0
2021-08-18,15230.18,15311.64,15070.35,15146.51
2021-08-19,15156.72,15233.52,15121.22,15147.8
2021-08-20,15199.35,15201.56,15190.37,15190.5
2021-08-23,15238.14,15297.29,15058.95,15163.74
2021-08-24,15193.24,15278.39,15152.63,15222.12
2021-08-25,15206.14,15317.66,15035.24,15050.92
2021-08-26,15024.46,15283.64,14946.88,15265.53
2021-08-27,15293.71,15338.84,15218.47,15261.56
2021-08-30,15272.53,15436.61,15181.98,15431.49
2021-08-31,15399.63,15498.97,15360.16,15489.54
2021-09-01,15490.92,15597.76,15450.54,15564.56
2021-09-02,15553.22,15717.16,15468.78,15656.66
2021-09-03,15672.11,15739.83,15657.5,15731.14
2021-09-06,15748.39,15849.57,15644.51,15835.14
2021-09-07,15853.27,16098.77,15763.41,16043.55
2021-09-08,15990.01,16095.56,15925.0,16081.66
2021-09-09,16006.84,16221.34,15975.43,16198.11
2021-09-10,16193.26,16233.99,16074.25,16192.74
2021-09-13,16209.49,16455.88,16205.37,16423.06
2021-09-14,16469.53,16532.55,16235.67,16326.85
2021-09-15,16295.04,16667.6,16266.38,16615.64
2021-09-16,16595.85,16620.16,16547.01,16617.9
2021-09-17,16647.9,16669.67,16295.95,16403.21
2021-09-20,16369.08,16465.71,16287.56,16431.55
2021-09-21,16469.04,16546.75,16294.25,16334.57
2021-09-22,16279.63,16516.64,16270.56,16473.34
2021-09-23,16523.17,16597.96,16343.55,16380.51
2021-09-24,16368.37,16378.36,16297.43,16320.01
2021-09-27,16309.35,16331.73,15906.6,16039.48
2021-09-28,16071.35,16255.28,15960.26,15979.32
2021-09-29,15943.02,16009.0,15587.23,15625.56
2021-09-30,15637.6,15655.38,15354.97,15401.38
2021-10-01,15337.81,15567.26,15323.22,15520.45
2021-10-04,15489.53,15733.88,15482.01,15644.18
2021-10-05,15688.22,15729.65,15634.71,15715.31
2021-10-06,15721.32,15835.83,15553.53,15580.41
2021-10-07,15597.22,15673.5,15551.97,15581.42
2021-10-08,15557.08,15697.71,15499.73,15588.93
2021-10-11,15554.49,15595.51,15377.92,15427.19
2021-10-12,15432.6,15735.43,15322.32,15655.98
2021-10-13,15642.95,15832.59,15639.86,15794.46
2021-10-14,15801.05,15836.96,15725.75,15769.65
2021-10-15,15810.82,15910.71,15716.23,15781.8
2021-10-18,15822.59,15859.93,15660.29,15821.06
2021-10-19,15823.22,15930.85,15411.4,15526.76
2021-10-20,15482.87,15554.05,15375.09,15498.54
2021-10-21,15492.42,15564.75,15376.04,15406.93
2021-10-22,15407.27,15434.95,15257.32,15269.67
2021-10-25,15287.3,15327.72,15214.37,15237.03
2021-10-26,15269.89,15519.86,15265.73,15506.06
2021-10-27,15521.06,15642.71,15466.52,15608.29
2021-10-28,15576.62,15609.58,15501.73,15532.29
2021-10-29,15504.21,15737.01,15302.37,15624.61
2021-11-01,15661.97,15939.21,15563.83,15840.75
2021-11-02,15864.17,16013.95,15825.06,15988.0
2021-11-03,16001.6,16075.8,16000.64,16005.27
2021-11-04,15973.9,16015.7,15870.4,15915.93
2021-11-05,15912.86,16038.52,15905.12,16029.56
2021-11-08,16082.86,16113.08,16004.5,16097.57
2021-11-09,16113.02,16334.84,16091.21,16242.69
2021-11-10,16265.3,16352.77,16070.81,16348.9
2021-11-11,16313.26,16558.85,16279.57,16520.36
2021-11-12,16477.58,16492.1,16412.4,16445.5
2021-11-15,16444.36,16708.66,16405.39,16660.09
2021-11-16,16658.92,16733.96,16589.45,16699.84
2021-11-17,16715.31,17133.49,16700.54,17039.33
2021-11-18,17000.11,17065.7,16893.3,16937.47
2021-11-19,16938.99,17252.28,16911.28,17226.47
2021-11-22,17213.89,17302.38,17141.76,17267.62
2021-11-23,17169.1,17191.72,17062.99,17170.52
2021-11-24,17188.28,17275.38,16961.86,17101.01
2021-11-25,17058.52,17093.6,16952.31,17058.12
2021-11-26,17019.18,17162.04,16991.85,17135.46
2021-11-29,17085.68,17265.17,16902.82,17229.21
2021-11-30,17246.17,17314.82,17114.21,17144.91
2021-12-01,17167.26,17197.97,17149.26,17149.81
2021-12-02,17183.05,17628.61,17169.0,17509.53
2021-12-03,17481.86,17872.27,17433.82,17806.88
2021-12-06,17832.64,18007.42,17752.3,17889.68
2021-12-07,17884.04,17905.43,17841.05,17905.34
2021-12-08,17910.21,17985.49,17750.43,17934.9
2021-12-09,18002.37,18052.89,17885.54,18048.49
2021-12-10,18015.5,18168.95,17806.13,17884.12
2021-12-13,17879.03,17987.36,17363.0,17391.57
2021-12-14,17399.67,17551.24,17342.28,17471.91
2021-12-15,17445.81,17730.03,17421.28,17680.09
2021-12-16,17670.33,17779.35,17622.88,17755.27
2021-12-17,17760.07,17782.4,17619.91,17733.09
